objid,ra,dec,dered_u,dered_g,dered_r,dered_i,dered_z,mag_u,mag_g,mag_r,mag_i,mag_z,spec_z,u_g_color,g_r_color,r_i_color,i_z_color,class,diff_u,diff_g,diff_g1,diff_i,diff_z
1237658491204665394,177.84739,8.7044581,18.88568,18.68844,18.34974,18.34247,18.42589,18.90128,18.70226,18.35734,18.35793,18.42587,1.084404,0.1972408,0.3387032,0.007265091,-0.08341789,QSO,-0.0156002,-0.01381874,-0.007600784,-0.01545715,1.907349E-05
1237658425172230223,177.83384,8.6924557,19.41673,18.90849,18.10269,17.65296,17.47119,19.90382,19.55915,18.82262,18.39193,18.17469,0.2085307,0.508234,0.8058052,0.449728,0.1817684,QSO,-0.4870949,-0.6506615,-0.7199287,-0.7389717,-0.7034969
1237658492278669502,178.42798,9.5335086,19.29552,19.16254,19.0463,18.99304,18.59553,19.35629,19.20892,19.13301,19.11452,18.71008,0.374522,0.1329746,0.1162472,0.05325317,0.3975124,QSO,-0.06077194,-0.04637909,-0.08671761,-0.1214733,-0.1145496
1237658491204468881,177.45746,8.7452607,19.29432,19.25586,19.1959,18.83891,18.96827,19.29297,19.25657,19.19122,18.85052,18.95584,1.702091,0.03845787,0.05996513,0.3569927,-0.1293602,QSO,0.001346588,-0.000711441,0.004682541,-0.01161194,0.01242065
1237658491204403359,177.29599,8.702784,19.33089,19.27435,19.32764,18.99997,19.13165,19.32879,19.27965,19.31509,18.9903,19.11469,1.759016,0.05653763,-0.05329323,0.3276787,-0.1316853,QSO,0.002101898,-0.005298615,0.01255417,0.009664536,0.01696205
1237658491741274186,177.28303,9.0784713,18.57195,18.49809,18.40322,18.42833,18.46323,18.55133,18.51394,18.40488,18.43188,18.4663,1.297435,0.0738678,0.09486198,-0.02510452,-0.03490067,QSO,0.02062035,-0.01585197,-0.001657486,-0.003549576,-0.003067017
1237660613439783064,176.8825,9.3428286,19.00194,18.89655,18.91105,18.70156,18.66668,18.9994,18.9015,18.91273,18.705,18.66668,1.764627,0.1053905,-0.01450539,0.2094917,0.0348835,QSO,0.002536774,-0.004957199,-0.001678467,-0.003440857,-7.629395E-06
1237660613439783024,176.80924,9.3352364,18.89504,18.65998,18.55432,18.68822,18.55952,18.89258,18.68181,18.56306,18.70437,18.57927,0.9147037,0.2350655,0.1056557,-0.1338959,0.1287022,QSO,0.002468109,-0.02183533,-0.008739471,-0.01614952,-0.0197506
1237660613976719454,176.97345,9.7644361,17.84106,16.88601,16.20029,15.72172,15.4515,19.13214,18.59234,17.8674,17.38856,17.226,0.09513725,0.9550495,0.6857243,0.4785643,0.2702274,QSO,-1.291084,-1.706333,-1.667112,-1.666835,-1.774508
1237660613976653875,176.84534,9.8832077,18.49735,18.48406,18.3114,18.21178,18.35553,18.512,18.50569,18.33704,18.22572,18.36324,1.44978,0.01329803,0.1726532,0.09962273,-0.1437531,QSO,-0.01464462,-0.02163315,-0.02563477,-0.01393509,-0.007705688
1237658491740946591,176.51693,9.1964968,19.83026,19.46651,19.98099,18.98106,17.60563,24.30702,20.63824,24.71316,24.24689,19.88484,0.3837115,0.3637486,-0.5144825,0.9999313,1.375433,QSO,-4.476765,-1.171736,-4.732172,-5.265833,-2.279219
1237660612902650015,176.18935,9.0407613,19.95487,19.45725,18.79621,18.27221,18.05279,19.96372,19.46271,18.80838,18.29063,18.06028,1.784878,0.4976177,0.6610451,0.5239925,0.2194233,QSO,-0.008850098,-0.005455017,-0.01217842,-0.01841927,-0.007486343
1237658492814426235,175.83535,9.8780888,19.14287,18.86342,18.86194,18.69303,18.72296,19.15474,18.85717,18.89209,18.71675,18.75989,0.5032395,0.2794495,0.001478195,0.1689148,-0.02993011,QSO,-0.01186752,0.006244659,-0.03014565,-0.02372932,-0.03693199
1237658492277489783,175.68253,9.5782716,19.10854,18.87747,18.83244,18.68248,18.55511,19.17096,18.93569,18.93578,18.81421,18.65693,0.4662673,0.2310696,0.04503059,0.1499557,0.127367,QSO,-0.06242371,-0.05822754,-0.1033478,-0.1317253,-0.1018124
1237660615586938995,176.06981,11.003694,19.33873,19.13952,19.20017,18.92591,18.89618,19.35597,19.1426,19.2265,18.93488,18.92227,1.610185,0.1992111,-0.06064987,0.2742615,0.02972794,QSO,-0.01724052,-0.003084183,-0.02633095,-0.008972168,-0.0260849
1237660615587070070,176.37933,10.971747,19.23859,18.79137,18.51224,18.16733,17.99656,19.22896,18.8077,18.52831,18.17323,18.00254,1.684422,0.4472179,0.279129,0.3449097,0.1707745,QSO,0.009630203,-0.0163269,-0.01607132,-0.005897522,-0.005981445
1237660614513066265,175.6803,10.258431,24.35407,20.87912,20.22021,19.97431,19.81345,24.57065,20.88505,20.23893,19.99358,19.8274,1.073232,3.474957,0.658905,0.2459068,0.1608562,QSO,-0.2165794,-0.005931854,-0.01872063,-0.01927185,-0.01394653
1237660614513000808,175.61861,10.15886,18.77347,18.61161,18.38375,18.4162,18.45732,18.76832,18.61821,18.38829,18.42021,18.46361,1.127494,0.1618671,0.2278595,-0.03245544,-0.04111671,QSO,0.005155563,-0.006599426,-0.004543304,-0.004003525,-0.006288528
1237660615587135607,176.48438,11.005121,19.67654,19.14177,18.80328,18.68421,18.46969,19.68152,19.14612,18.84311,18.70682,18.48775,0.9379687,0.5347748,0.3384876,0.1190701,0.2145176,QSO,-0.004972458,-0.004346848,-0.03982925,-0.02260399,-0.01805496
1237660614513131675,175.96146,10.252132,19.20151,18.91461,18.98821,18.6886,18.43842,19.19881,18.96014,19.05105,18.7545,18.51768,0.4684807,0.2868996,-0.07359886,0.2996082,0.2501793,QSO,0.002700806,-0.04553032,-0.06284332,-0.06590462,-0.07926559
1237658493351297354,175.88481,10.470305,18.93075,18.76192,18.57259,18.69814,18.73306,18.92324,18.76298,18.58442,18.70639,18.74635,0.9923568,0.168829,0.189333,-0.1255493,-0.03492355,QSO,0.007509232,-0.001052856,-0.01183319,-0.008247375,-0.01328278
1237658493351362715,176.04894,10.367382,17.93295,17.36535,17.02239,16.58605,16.54438,18.29987,17.86616,17.675,17.20043,17.19135,0.1259446,0.5675945,0.342968,0.4363403,0.04166412,QSO,-0.3669243,-0.5008011,-0.6526127,-0.6143856,-0.6469707
1237660615587397792,177.15007,11.029828,20.19564,19.85732,19.13733,19.11622,19.18738,20.16427,19.8521,19.12389,19.12071,19.19565,1.257202,0.3383141,0.7199974,0.021101,-0.07115364,QSO,0.03136253,0.005220413,0.01343536,-0.004482269,-0.008272171
1237658493888757762,177.16416,10.837957,18.17099,18.09934,18.02814,18.073,18.03754,18.16758,18.1358,18.03983,18.08065,18.03986,1.010945,0.07165146,0.07119942,-0.04485703,0.03545952,QSO,0.003410339,-0.03645515,-0.01169205,-0.007656097,-0.002323151
1237658493888757773,177.18434,10.799064,18.58071,18.50464,18.37441,18.5032,18.60748,18.57588,18.53779,18.39347,18.5234,18.62024,1.007887,0.07606125,0.1302299,-0.128788,-0.1042805,QSO,0.004829407,-0.033144,-0.01905441,-0.02019501,-0.01275826
1237660615050330197,176.64756,10.587526,18.97002,18.94267,18.67869,18.69563,18.80565,18.98899,18.94031,18.68675,18.68891,18.82376,1.243733,0.02735519,0.2639771,-0.01694107,-0.1100178,QSO,-0.01896095,0.002361298,-0.008056641,0.006725311,-0.01811218
1237658492814754006,176.64162,10.045825,19.04559,18.41129,17.89407,17.50034,17.35452,19.66364,19.19143,18.73764,18.38813,18.28419,0.1242409,0.634304,0.5172157,0.3937283,0.1458206,QSO,-0.6180515,-0.7801399,-0.8435726,-0.8877907,-0.9296684
1237660615587594343,177.55694,11.014377,18.51416,18.31129,18.21876,18.06269,18.09766,18.49919,18.3282,18.22169,18.06386,18.09033,1.594277,0.2028713,0.09252548,0.1560669,-0.03496361,QSO,0.01496696,-0.01691628,-0.002923965,-0.00116539,0.007328033
1237660615050657958,177.48197,10.585592,19.62023,19.24677,18.99672,18.7429,18.54328,19.62886,19.26315,19.02603,18.7631,18.58642,1.593381,0.3734608,0.2500515,0.2538147,0.1996231,QSO,-0.008636475,-0.01638031,-0.02931595,-0.02020073,-0.04314613
1237658493889085523,178.01838,10.944693,18.86323,18.80162,18.74662,18.90791,18.97202,18.8435,18.79056,18.74988,18.90873,18.94683,1.026053,0.06160927,0.0549984,-0.1612892,-0.06411171,QSO,0.01972771,0.01105881,-0.003255844,-0.0008220673,0.02519798
1237658493889020013,177.79673,10.786152,18.37593,17.1557,16.41968,15.96155,15.70122,19.76182,18.66796,17.98704,17.48722,17.17529,0.115027,1.22023,0.736021,0.4581289,0.2603312,QSO,-1.385881,-1.512259,-1.56736,-1.525661,-1.474066
1237660615587659796,177.71175,11.123894,17.72782,17.32689,17.30703,17.3204,17.22892,17.71143,17.3422,17.31623,17.32848,17.24226,0.6924894,0.4009228,0.01986313,-0.0133667,0.09147263,QSO,0.01638222,-0.01530457,-0.009199142,-0.008079529,-0.01333237
1237660613977309226,178.38843,9.9023253,17.73396,16.81294,16.29012,15.92031,15.72763,18.36825,17.6992,17.36414,17.00645,16.86777,0.06897577,0.9210186,0.5228119,0.3698187,0.1926765,QSO,-0.6342945,-0.886261,-1.074015,-1.086141,-1.140145
1237658492815474819,178.2243,10.002006,19.35219,19.03997,18.97351,18.78375,18.93037,19.36597,19.05804,19.02538,18.83249,18.98035,1.545055,0.3122196,0.06645393,0.1897678,-0.1466217,QSO,-0.01378632,-0.01807404,-0.05186844,-0.04873848,-0.04998398
1237658491205386332,179.44673,8.875751,19.30557,19.09957,18.87512,18.83093,18.83063,19.30473,19.12093,18.87767,18.83194,18.85496,1.288608,0.2059975,0.224453,0.04418373,0.0003013611,QSO,0.0008392334,-0.02135468,-0.002550125,-0.001008987,-0.02432442
1237658492816261137,180.04697,10.026561,16.8539,16.26718,15.81662,15.37295,15.35978,17.04773,16.76157,16.56829,16.00274,16.12908,0.08525841,0.5867195,0.4505634,0.4436655,0.01317883,QSO,-0.1938305,-0.4943867,-0.751667,-0.6297903,-0.7693062
1237658491205255240,179.23284,8.8139449,19.07696,18.82548,18.96663,18.81437,18.83929,19.0877,18.83455,18.98318,18.83117,18.83306,0.4962853,0.2514877,-0.1411572,0.1522617,-0.02492332,QSO,-0.01074028,-0.009069443,-0.01655197,-0.01680374,0.006235123
1237658425172754536,179.08234,8.7115729,19.60686,19.43033,19.31354,19.0696,19.0981,19.62572,19.42686,19.31696,19.07893,19.10476,1.72848,0.1765308,0.116785,0.2439365,-0.02849388,QSO,-0.01885986,0.003469467,-0.003414154,-0.00932312,-0.006658554
1237658492816130139,179.74804,9.9693546,19.65314,19.39627,19.01213,18.65214,18.22949,19.83532,19.58726,19.3357,19.00892,18.52273,0.3904024,0.2568684,0.3841362,0.3599968,0.4226475,QSO,-0.1821804,-0.1909924,-0.3235722,-0.3567848,-0.2932396
1237658491205058688,178.77558,8.7637248,19.17492,18.98234,18.71452,18.70341,18.54189,19.16607,19.00793,18.73269,18.71266,18.56667,0.9481125,0.1925831,0.2678204,0.01111031,0.1615238,QSO,0.008853912,-0.02558899,-0.01816559,-0.009252548,-0.02478409
1237658492279062674,179.31334,9.582412,19.84289,19.41975,18.92779,18.65079,18.28741,20.10461,19.70201,19.31691,19.06788,18.65515,0.2715434,0.4231358,0.4919567,0.2769985,0.3633804,QSO,-0.2617226,-0.2822628,-0.3891144,-0.4170837,-0.3677368
1237660613977702518,179.2315,9.912604,19.81786,19.5522,19.53839,19.3342,19.4505,19.82024,19.55033,19.54575,19.33637,19.44196,1.749042,0.2656574,0.0138092,0.2041893,-0.1162949,QSO,-0.002382278,0.001865387,-0.007358551,-0.00217247,0.008533478
1237660612903764054,178.77387,8.9908858,19.52301,19.18922,19.05642,18.76892,18.71099,19.52961,19.19159,19.05607,18.76325,18.72969,1.768449,0.3337879,0.132803,0.2875004,0.05792999,QSO,-0.006607056,-0.002372742,0.0003433228,0.005664825,-0.01870918
1237660613440634978,178.82263,9.4912473,18.88339,18.51236,18.59837,18.5663,18.6906,18.89731,18.51408,18.61919,18.58248,18.71002,0.6619565,0.3710289,-0.08601189,0.03206825,-0.1242943,QSO,-0.01391983,-0.001720428,-0.02082443,-0.01618004,-0.01942253
1237658492278603808,178.31604,9.6520962,18.89121,18.81843,18.66478,18.7576,18.68587,18.88342,18.84267,18.6809,18.77505,18.71796,0.9288486,0.07278633,0.1536484,-0.09281921,0.07172585,QSO,0.007795334,-0.02424431,-0.01612663,-0.01745415,-0.03208923
1237658491741732907,178.3023,9.2339683,18.09354,17.70372,17.74738,17.75701,17.67957,18.10086,17.74662,17.76965,17.7852,17.71196,0.6955166,0.389822,-0.0436573,-0.009628296,0.07744026,QSO,-0.007316589,-0.04289818,-0.02227592,-0.02819443,-0.03239632
1237660613977178320,178.06174,9.894809,19.02557,18.93051,18.70461,18.71968,18.75091,19.01701,18.94471,18.6986,18.72536,18.75339,1.200295,0.09505463,0.2259026,-0.01507187,-0.03122902,QSO,0.008552551,-0.0141964,0.006010056,-0.005678177,-0.002481461
1237660615587790865,177.98364,11.117993,17.92175,17.94207,17.75293,17.24261,17.45046,18.00001,18.07186,17.94188,17.41817,17.65186,0.1417811,-0.02032471,0.1891403,0.5103207,-0.2078457,QSO,-0.07826042,-0.1297836,-0.1889515,-0.1755543,-0.2014046
1237658493889151127,178.08023,10.935938,19.09312,18.65029,18.71054,18.68487,18.8005,19.0571,18.64571,18.71498,18.68778,18.78164,0.6411381,0.4428329,-0.06025696,0.02567291,-0.115633,QSO,0.03601837,0.004579544,-0.004442215,-0.002914429,0.01885986
1237660614513918084,177.73661,10.264264,19.34179,19.16081,18.73546,18.45113,18.07479,19.51854,19.41862,19.05103,18.818,18.48608,0.3577681,0.180975,0.425354,0.2843246,0.3763466,QSO,-0.1767559,-0.2578049,-0.3155785,-0.366869,-0.4112968
1237658493352345606,178.20596,10.460864,18.06225,17.611,17.34241,17.37366,17.22316,18.04734,17.61617,17.34582,17.38579,17.23322,0.9367198,0.4512501,0.2685966,-0.03125,0.1504955,QSO,0.01490974,-0.005168915,-0.003414154,-0.01213837,-0.01006126
1237660614514114624,178.19025,10.273289,17.88319,16.50578,15.94588,15.39962,15.2179,19.02281,17.76282,17.41037,16.85143,16.71921,0.06991417,1.377411,0.559907,0.5462523,0.1817274,QSO,-1.139614,-1.257038,-1.46449,-1.451801,-1.501317
1237660614514245640,178.42152,10.298329,16.45087,16.26429,16.11529,15.89049,15.9836,16.48832,16.38564,16.29005,16.06645,16.16011,0.1605024,0.1865826,0.1490021,0.2247953,-0.0931139,QSO,-0.03744888,-0.1213493,-0.1747665,-0.1759615,-0.1765079
1237660614514311192,178.61695,10.187378,18.23355,18.11651,17.95989,18.02887,18.07941,18.213,18.13503,17.95811,18.01477,18.07652,1.197957,0.1170387,0.1566219,-0.06897736,-0.05054665,QSO,0.02054787,-0.01852036,0.001775742,0.01409149,0.002891541
1237660614514376788,178.7866,10.237732,19.29279,19.10307,18.99779,18.69464,18.65561,19.29637,19.1174,19.01325,18.70674,18.65303,1.723349,0.1897202,0.1052818,0.3031406,0.0390377,QSO,-0.003582001,-0.01433563,-0.01546669,-0.01209068,0.002578735
1237658492815736954,178.9175,10.150387,19.21903,19.28776,19.01636,18.99503,19.09321,19.21782,19.3076,19.01475,18.99697,19.10356,1.248111,-0.06873703,0.2714081,0.02132416,-0.09817886,QSO,0.001211166,-0.01983261,0.001602173,-0.001943588,-0.01034737
1237660614514507778,179.05129,10.291022,18.70314,18.61844,18.32862,17.97533,17.81872,18.80169,18.74195,18.583,18.24923,18.00654,0.2373001,0.08469963,0.2898216,0.3532925,0.1566029,QSO,-0.09854698,-0.1235123,-0.254385,-0.2739067,-0.1878147
1237660615588315189,179.1866,11.041141,19.55864,19.32322,19.298,19.05019,18.99295,19.55753,19.33784,19.33939,19.09549,19.0173,0.518931,0.2354183,0.02521324,0.2478104,0.05724335,QSO,0.001106262,-0.01461792,-0.04138565,-0.04529953,-0.02435112
1237660615051509897,179.42176,10.769597,19.68756,19.43543,19.29753,18.9894,18.94198,19.65627,19.43756,19.30937,18.99924,18.95047,1.567275,0.2521286,0.1379051,0.3081245,0.0474205,QSO,0.03128815,-0.002132416,-0.01184464,-0.00983429,-0.008485794
1237671128056529611,181.68927,9.0162315,22.97593,21.20699,20.30313,20.07759,19.89141,22.92868,21.23275,20.34384,20.0874,19.9237,0.3469956,1.768934,0.9038582,0.2255459,0.1861782,QSO,0.04724503,-0.02576256,-0.04071045,-0.009815216,-0.03229141
1237674598388859009,181.74555,9.1913947,19.09598,18.76689,18.37544,18.18086,17.70038,19.1838,18.9216,18.57202,18.42767,17.95201,0.3230574,0.3290939,0.3914413,0.194582,0.4804859,QSO,-0.08782196,-0.1547127,-0.1965771,-0.2468052,-0.2516384
1237674598388924534,181.76513,9.360568,19.50286,19.2396,19.05212,18.90161,18.83807,19.52022,19.2478,19.04743,18.89705,18.82702,1.522778,0.2632618,0.1874733,0.1505127,0.06353951,QSO,-0.01736259,-0.008203506,0.004693985,0.004562378,0.01105309
1237674598925991942,181.59468,9.9419621,18.43719,18.21968,18.08393,17.8933,17.98343,18.43904,18.23181,18.08823,17.90429,18.00576,1.534234,0.2175045,0.1357479,0.1906319,-0.09012413,QSO,-0.001850128,-0.01212502,-0.004297256,-0.01098442,-0.02233315
1237674598925860968,181.41727,9.7837532,18.91527,18.70322,18.65099,18.60048,18.40928,18.8942,18.69756,18.65345,18.59109,18.40133,2.061956,0.2120533,0.05222702,0.0505085,0.191206,QSO,0.0210743,0.005657196,-0.002458572,0.009393692,0.0079422
1237674598925402158,181.0037,8.8120023,18.65954,18.63395,18.46345,18.43545,17.9422,18.74269,18.78718,18.65015,18.68866,18.14991,0.2785761,0.02558708,0.1704979,0.02800751,0.493248,QSO,-0.08315086,-0.1532249,-0.1867008,-0.2532139,-0.2077084
1237674598925729932,181.28445,9.5202619,19.94289,19.77315,19.56488,19.31697,19.30195,19.9329,19.78152,19.58523,19.34641,19.3204,1.508947,0.1697407,0.2082634,0.2479095,0.015028,QSO,0.009992599,-0.008377075,-0.0203476,-0.0294323,-0.01845169
1237674599462731830,181.16981,9.9151069,19.12841,19.40831,19.03204,19.04118,18.98065,19.12936,19.4256,19.03398,19.04074,18.99098,1.270109,-0.2799015,0.3762722,-0.009141922,0.06053162,QSO,-0.0009498596,-0.01728821,-0.001937866,0.0004367828,-0.0103302
1237674599462469740,180.80413,9.4329449,19.4453,19.18626,18.99158,18.93099,18.78776,19.45243,19.20132,19.00101,18.94774,18.80819,0.8416035,0.2590332,0.1946831,0.06059456,0.1432285,QSO,-0.007133484,-0.0150528,-0.009433746,-0.01675797,-0.02043533
1237671129667207261,180.72565,9.6706686,18.97124,18.72444,18.71921,18.79776,18.67815,18.9999,18.75207,18.74739,18.8266,18.72637,0.7633255,0.2467995,0.00522995,-0.07855225,0.119606,QSO,-0.02866745,-0.02763557,-0.02818871,-0.02884293,-0.04822159
1237658492816195776,179.9292,10.147486,19.2163,17.96345,17.20035,16.76209,16.54494,20.11176,18.98997,18.35196,17.80263,17.61619,0.09233434,1.252857,0.7630939,0.438261,0.2171516,QSO,-0.8954601,-1.026527,-1.151609,-1.040539,-1.071253
1237671129666879573,180.36428,9.0112521,16.89036,16.65154,16.42791,16.44923,16.51415,16.92231,16.67762,16.42858,16.44532,16.51919,1.015592,0.2388191,0.2236252,-0.02132034,-0.06491852,QSO,-0.0319519,-0.02608681,-0.0006656647,0.003913879,-0.0050354
1237674599999013006,180.02828,9.009888,19.36029,19.25873,19.31056,19.15035,19.08587,19.39711,19.28712,19.35241,19.18089,19.11686,1.77177,0.1015606,-0.05183029,0.1602135,0.06447983,QSO,-0.03682137,-0.02839088,-0.04184914,-0.03054619,-0.03099251
1237660612903960662,179.29068,9.1020009,18.94778,18.84784,18.60506,18.6452,18.06861,19.02427,18.9187,18.73174,18.77195,18.16333,0.3045987,0.09994125,0.2427769,-0.04013443,0.5765877,QSO,-0.07648468,-0.07085991,-0.1266766,-0.1267548,-0.09472084
1237658492278997197,179.22697,9.5448307,20.77436,18.79413,17.45514,16.92121,16.58224,22.12569,20.36502,19.08573,18.59069,18.15886,0.2181971,1.98023,1.338987,0.5339317,0.3389721,QSO,-1.35133,-1.570885,-1.630589,-1.669476,-1.57662
1237658493889806547,179.70038,10.807022,19.46045,18.9886,18.92351,19.0622,18.89713,19.45965,18.9743,18.91503,19.05378,18.8838,0.7872532,0.471859,0.06509018,-0.1386909,0.1650639,QSO,0.0008010864,0.01429939,0.008472443,0.008413315,0.01332855
1237660615051968541,180.51535,10.65559,18.7076,17.24731,16.46469,16.08043,15.81215,19.92963,18.50532,17.73437,17.4509,17.09109,0.5257211,1.460287,0.7826214,0.3842602,0.2682819,QSO,-1.222036,-1.258011,-1.269686,-1.37047,-1.278948
1237660614515032222,180.34643,10.273268,18.96646,18.79936,18.91752,19.01028,18.82774,18.96318,18.79205,18.92483,19.02015,18.84608,0.734692,0.1670933,-0.1181583,-0.09276009,0.1825466,QSO,0.003274918,0.007314682,-0.007307053,-0.009868622,-0.01834869
1237660615052099676,180.71362,10.67441,18.84131,18.465,18.51589,18.24919,18.21611,18.85352,18.4866,18.5382,18.2899,18.23942,0.5107969,0.3763142,-0.05088806,0.2666988,0.03307915,QSO,-0.01220512,-0.02160645,-0.02231026,-0.04071236,-0.0233078
1237658493353394341,180.73445,10.488182,19.9502,18.62097,17.68934,17.23122,16.93143,20.67186,19.43723,18.46952,18.09016,17.76132,0.1658635,1.329229,0.9316311,0.4581203,0.2997894,QSO,-0.7216606,-0.8162613,-0.7801781,-0.8589363,-0.8298912
1237660612905664583,183.22708,9.0455042,19.16144,18.67579,18.32212,18.25355,18.12834,19.17068,18.6978,18.32786,18.26034,18.1273,0.7208216,0.4856472,0.3536701,0.06857109,0.1252098,QSO,-0.009237289,-0.0220089,-0.005739212,-0.006790161,0.001039505
1237658491743961136,183.4704,9.1781412,18.97932,18.97896,18.8198,18.88265,19.0826,18.96691,18.98534,18.81582,18.87796,19.05562,1.126591,0.0003623962,0.1591606,-0.06285667,-0.1999512,QSO,0.01240921,-0.006380081,0.003974915,0.004693985,0.02698135
1237658491743830173,183.1847,9.2022293,19.12112,18.857,18.75113,18.6236,18.64889,19.11575,18.87782,18.77434,18.63957,18.65746,1.685404,0.2641144,0.1058769,0.1275253,-0.02528572,QSO,0.005367279,-0.02082062,-0.02321243,-0.01596832,-0.008575439
1237660613442666655,183.51279,9.4902288,20.32023,18.74036,17.61422,17.15694,16.90584,21.44591,20.14398,19.08464,18.58694,18.25134,0.2086532,1.579866,1.126144,0.4572773,0.2511024,QSO,-1.125687,-1.403622,-1.470427,-1.429998,-1.345505
1237658492281028617,183.82901,9.6895996,18.88165,18.78003,18.63345,18.63008,18.59463,18.87402,18.79183,18.63699,18.6218,18.605,1.012303,0.1016216,0.1465797,0.003368378,0.03544998,QSO,0.007629395,-0.01180458,-0.003543854,0.008274078,-0.01037025
1237658492280635406,182.9352,9.7403211,18.7881,18.61841,18.51773,18.37213,18.46006,18.77874,18.62806,18.50064,18.37428,18.46095,1.591327,0.1696854,0.1006832,0.1455956,-0.08792305,QSO,0.009357452,-0.009643555,0.01708794,-0.00214386,-0.0008964539
1237671127520313467,182.86669,9.9242182,20.22651,18.65287,17.65738,16.98829,16.63433,20.25124,18.67815,17.68275,17.03722,16.65023,0.4644651,1.573647,0.9954872,0.669096,0.3539562,QSO,-0.02472496,-0.02528,-0.02537155,-0.04893112,-0.01589775
1237671128593793049,181.73351,9.8804581,19.13339,19.01136,18.84898,18.9565,19.0607,19.16371,19.0154,18.86216,18.97016,19.08116,1.230192,0.1220341,0.1623726,-0.1075191,-0.1042004,QSO,-0.0303154,-0.004039764,-0.01317406,-0.01365662,-0.0204525
1237671128593531122,181.53956,9.4190244,19.65714,19.03661,18.43611,18.21811,17.80386,19.8681,19.25026,18.70057,18.55537,18.13332,0.2717781,0.6205292,0.6005001,0.2179947,0.4142532,QSO,-0.2109642,-0.2136478,-0.2644615,-0.3372574,-0.3294582
1237671128056529089,181.80982,8.9347172,19.64146,19.3966,19.25819,18.98521,19.08681,19.65108,19.42537,19.2825,19.01326,19.09646,1.604749,0.244854,0.1384125,0.2729855,-0.1016026,QSO,-0.009616852,-0.02876663,-0.02430534,-0.02805328,-0.009651184
1237671128593399840,181.30593,9.1334739,18.51861,18.27324,18.50155,18.37538,18.29011,18.53214,18.30051,18.53404,18.43592,18.30357,0.4864658,0.2453651,-0.2283096,0.1261749,0.08526421,QSO,-0.01352882,-0.02726746,-0.03248787,-0.06054688,-0.01345825
1237674597851856967,181.86291,8.7776345,19.11944,18.94588,18.9345,18.7677,18.76361,19.14425,18.96495,18.94898,18.78238,18.77416,1.66051,0.1735516,0.01138306,0.1668053,0.004089355,QSO,-0.02481079,-0.01906967,-0.01447868,-0.01468468,-0.01054955
1237674598388924433,181.84511,9.3097137,17.59168,17.40554,17.33461,17.17615,17.24365,17.5963,17.41119,17.342,17.17057,17.24769,1.567906,0.1861401,0.07092857,0.1584625,-0.06750107,QSO,-0.004621506,-0.005645752,-0.007387161,0.005577087,-0.004039764
1237671129667797102,181.41447,10.765558,19.26264,19.05757,19.00792,18.82228,18.81163,19.28049,19.0814,19.01436,18.82099,18.81003,1.77829,0.2050724,0.04964828,0.1856346,0.01065254,QSO,-0.0178566,-0.02383614,-0.006439209,0.00129509,0.001598358
1237671129667928232,181.47766,11.175294,19.49722,19.25287,18.63462,18.30437,17.87035,19.90498,19.78687,19.27642,18.99762,18.56657,0.2875107,0.2443485,0.618248,0.3302517,0.4340153,QSO,-0.4077606,-0.5340042,-0.6418037,-0.6932487,-0.6962185
1237674599463125006,181.48367,10.714979,16.98586,16.87612,16.77622,16.8245,16.89166,17.00281,16.90678,16.77735,16.86624,16.88027,1.086329,0.1097469,0.09989738,-0.04828262,-0.06715584,QSO,-0.01695061,-0.03066635,-0.001134872,-0.0417347,0.01138496
1237658493353656579,181.26757,10.44946,19.7153,19.21925,18.51354,18.04203,17.81306,20.24297,19.84346,19.37603,18.93868,18.64722,0.1836419,0.4960518,0.7057037,0.4715099,0.2289772,QSO,-0.5276737,-0.624218,-0.8624859,-0.8966503,-0.8341675
1237660615589560439,182.17747,11.222417,19.5034,19.30597,19.22538,19.04568,19.20748,19.49653,19.29566,19.2201,19.0417,19.19513,1.549613,0.1974258,0.08058739,0.1797066,-0.1618042,QSO,0.006864548,0.01030731,0.005281448,0.003973007,0.01234627
1237674598926123080,181.73371,10.346329,18.94237,18.62237,18.46836,18.2691,18.32487,18.9739,18.64565,18.50069,18.29708,18.35361,0.5295639,0.3199959,0.1540146,0.1992607,-0.05576897,QSO,-0.03153038,-0.02327347,-0.03233337,-0.02798653,-0.02874565
1237658493354115106,182.3503,10.603362,17.08888,16.5346,16.44505,16.28854,15.89688,17.10678,16.56189,16.47723,16.32376,15.9343,0.3949879,0.5542793,0.08955002,0.1565094,0.3916645,QSO,-0.01790047,-0.02728844,-0.03217506,-0.0352211,-0.03741837
1237674598389317666,182.2034,10.228506,19.49647,18.42562,17.52912,17.05244,16.77144,19.73208,18.80592,17.97052,17.53106,17.30559,0.1159511,1.070858,0.896492,0.4766827,0.2809963,QSO,-0.2356071,-0.3803062,-0.4413929,-0.4786224,-0.5341434
1237658493354115180,182.35333,10.431657,19.11135,18.47955,17.77994,17.48977,17.11964,19.59005,19.09611,18.54387,18.30178,17.85969,0.2630469,0.6318073,0.6996117,0.2901669,0.3701324,QSO,-0.4786987,-0.6165581,-0.7639351,-0.8120117,-0.7400551
1237671128057184297,182.40473,10.268785,18.35766,18.18805,18.21717,18.0429,18.07103,18.3529,18.21264,18.20837,18.04524,18.06637,1.753793,0.1696091,-0.02911758,0.1742706,-0.02812958,QSO,0.004764557,-0.02458954,0.008802414,-0.002342224,0.004659653
