# R11ceph.dat
#
# This is a processed version of the R11 cepheid data
# (Riess et al. 2011 [R11], ApJ, 730, 119, Table 2)
#
# Columns:
#     id: the ID of the cepheid
#    gal: the NGC number of the host galaxy
#      m: mags m are computed using m = F160W - 0.41*(V_I)
#   merr: mag errs are just those in the F160W mags
#         (errors in V-I were not given in R11)
#      P: period P is in days (errors in the Period were not given)
# logO_H: this is actually log[O/H], not 12 + log[O/H] as in R11
#   bias: this is the crowding bias *already applied* by R11
#
# Notes:
# - cepheid with id 102255 was excluded since its mag error is 99.0
#
#  id  gal     m       merr       P       logO_H    bias
552392 5584 25.532800 0.330000 23.440000 -3.360000 0.140000
534937 5584 24.607700 0.130000 23.330000 -3.390000 0.330000
549585 5584 24.455100 0.470000 22.920000 -2.990000 0.650000
853244 5584 26.240000 0.690000 22.520000 -3.200000 0.280000
321323 5584 24.323100 0.760000 21.510000 -3.170000 0.920000
787283 5584 24.502300 0.500000 21.070000 -3.030000 0.540000
889136 5584 24.068500 0.350000 20.770000 -3.250000 0.200000
258671 5584 25.090000 0.430000 20.280000 -3.210000 0.810000
136908 5584 24.769200 0.510000 19.600000 -3.360000 0.510000
482301 5584 25.550000 0.720000 18.430000 -2.960000 1.090000
710341 5584 23.970800 0.470000 17.990000 -3.150000 0.520000
1006820 5584 25.792600 0.310000 17.300000 -3.310000 0.830000
666561 5584 23.982100 0.430000 17.080000 -2.920000 0.900000
429073 5584 25.612500 0.530000 16.400000 -3.130000 0.550000
590730 5584 25.790000 0.580000 14.490000 -3.110000 0.580000
790690 5584 24.888500 0.630000 14.450000 -3.410000 0.280000
14850 4038 24.049200 0.440000 20.110000 -2.940000 1.300000
2741 4038 24.327400 0.370000 20.960000 -3.020000 0.890000
1786 4038 23.656700 0.420000 23.360000 -3.080000 0.230000
79340 4038 23.732000 0.360000 23.400000 -3.180000 1.050000
90544 4038 23.818400 0.600000 23.420000 -3.280000 0.790000
61885 4038 23.617000 0.480000 25.890000 -2.900000 1.380000
66226 4038 23.749000 0.540000 26.410000 -2.990000 0.670000
2899 4038 23.692900 0.390000 28.290000 -3.020000 0.330000
50618 4038 25.173100 0.610000 30.050000 -3.000000 1.020000
61212 4038 23.206200 0.550000 30.060000 -3.030000 0.610000
14127 4038 24.384600 0.500000 32.610000 -2.950000 0.740000
66568 4038 24.414900 0.570000 35.150000 -3.000000 0.170000
2098 4038 24.189000 0.450000 36.060000 -3.050000 0.320000
52139 4038 23.666700 0.420000 36.530000 -2.880000 1.010000
56965 4038 22.845900 0.570000 37.870000 -2.950000 0.580000
12318 4038 23.544600 0.570000 38.710000 -2.940000 1.010000
57613 4038 23.249000 0.510000 39.820000 -2.990000 0.360000
59401 4038 23.766000 0.430000 40.070000 -2.960000 0.670000
61493 4038 24.178700 0.540000 40.840000 -2.960000 0.390000
67110 4038 24.282800 0.480000 41.070000 -2.990000 0.370000
87068 4038 24.358000 0.540000 42.410000 -3.180000 0.280000
60844 4038 23.403600 0.540000 42.910000 -2.970000 0.470000
75207 4038 23.669300 0.370000 42.990000 -3.030000 0.120000
1757 4038 23.293400 0.270000 43.980000 -3.050000 0.210000
40839 4038 23.786700 0.350000 45.850000 -2.950000 0.550000
63839 4038 23.630800 0.390000 46.160000 -2.980000 0.340000
74894 4038 22.588700 0.500000 46.310000 -3.110000 0.690000
80094 4038 22.663200 0.470000 46.730000 -3.110000 0.330000
49858 4038 23.950000 0.490000 50.340000 -2.980000 0.770000
88457 4038 23.469300 0.430000 53.950000 -3.220000 1.060000
12435 4038 23.617900 0.520000 54.500000 -2.910000 0.800000
61356 4038 24.085700 0.570000 58.780000 -2.960000 0.390000
82809 4038 22.687700 0.430000 61.040000 -3.190000 0.500000
77376 4038 23.126000 0.620000 61.360000 -3.090000 0.790000
62538 4038 22.615200 0.290000 64.410000 -3.030000 0.270000
10441 4038 24.195700 0.630000 66.680000 -2.940000 0.830000
67639 4038 23.005200 0.380000 72.930000 -2.930000 0.260000
67811 4038 22.435500 0.210000 76.830000 -3.080000 0.210000
5006 4038 22.956700 0.450000 102.900000 -2.980000 0.310000
16265 4038 22.258800 0.390000 117.600000 -2.890000 0.210000
24649 4038 22.300000 0.350000 118.800000 -2.840000 0.390000
8342 4038 22.735700 0.270000 121.800000 -2.950000 0.050000
5625 4038 21.769300 0.310000 133.900000 -2.980000 0.130000
41146 4038 22.255600 0.210000 162.100000 -2.930000 0.150000
69575 4038 21.651300 0.160000 197.100000 -2.960000 0.050000
27608 4038 21.935100 0.300000 203.300000 -2.830000 0.100000
50193 4258 20.863800 0.150000 93.230000 -3.050000 0.050000
42837 4258 20.358700 0.180000 95.920000 -3.040000 0.050000
9633 4258 20.116200 0.230000 69.460000 -3.000000 0.100000
31107 4258 21.093900 0.240000 58.210000 -3.030000 0.070000
15470 4258 20.283200 0.270000 50.700000 -3.010000 0.220000
47358 4258 21.227400 0.270000 50.890000 -3.040000 0.140000
29058 4258 21.200500 0.330000 40.540000 -3.030000 0.300000
34159 4258 21.355900 0.320000 41.570000 -3.030000 0.260000
19435 4258 20.583800 0.350000 39.530000 -3.010000 0.250000
8480 4258 20.962500 0.430000 37.630000 -3.020000 0.110000
49279 4258 21.314600 0.270000 36.120000 -3.060000 0.160000
8723 4258 22.336400 0.460000 35.570000 -3.010000 0.520000
17423 4258 21.719300 0.400000 34.570000 -3.010000 0.380000
15103 4258 22.892600 0.610000 34.360000 -3.010000 0.500000
33434 4258 20.540200 0.320000 34.480000 -3.030000 0.410000
17369 4258 21.180000 0.370000 34.930000 -3.030000 0.100000
189390 4258 21.700500 0.290000 34.410000 -3.050000 0.220000
22927 4258 21.153600 0.290000 33.990000 -3.020000 0.470000
3147 4258 22.085900 0.410000 33.390000 -3.010000 0.370000
36217 4258 22.777500 0.530000 31.100000 -3.030000 0.340000
36357 4258 22.147400 0.410000 29.480000 -3.040000 0.490000
21518 4258 21.341400 0.340000 30.950000 -3.040000 0.300000
14316 4258 21.982600 0.440000 29.630000 -3.010000 0.620000
44839 4258 21.969000 0.470000 24.950000 -3.050000 0.640000
30136 4258 21.973900 0.470000 26.070000 -3.020000 0.640000
46945 4258 21.721000 0.490000 25.120000 -3.050000 0.370000
24960 4258 21.755400 0.380000 25.490000 -3.010000 0.560000
56661 4258 23.031200 0.420000 23.830000 -3.060000 0.340000
9241 4258 21.964800 0.500000 27.250000 -3.020000 0.530000
31615 4258 21.658800 0.500000 23.980000 -3.030000 0.710000
43119 4258 21.521500 0.380000 23.810000 -3.040000 0.400000
8361 4258 21.819800 0.440000 23.790000 -3.010000 0.690000
17151 4258 21.553500 0.350000 22.350000 -3.010000 0.570000
23741 4258 22.393700 0.560000 22.680000 -3.010000 0.510000
14643 4258 22.872800 0.440000 22.040000 -3.010000 0.920000
17357 4258 21.613900 0.360000 22.450000 -3.010000 0.600000
34408 4258 21.761500 0.550000 22.420000 -3.030000 0.680000
12898 4258 22.804600 0.560000 22.820000 -3.010000 0.780000
14775 4258 22.144800 0.390000 21.610000 -3.010000 1.110000
1824 4258 22.574600 0.450000 20.100000 -3.000000 0.770000
8052 4258 21.681000 0.530000 20.760000 -3.000000 0.810000
6616 4258 22.778700 0.490000 16.990000 -3.000000 1.170000
40434 4258 22.159800 0.480000 16.430000 -3.020000 0.820000
38988 4258 22.991500 0.670000 17.530000 -3.040000 1.000000
158057 4258 23.449800 0.620000 16.680000 -3.010000 0.980000
19414 4258 22.901000 0.440000 16.380000 -3.020000 0.680000
49332 4258 23.038900 0.490000 16.000000 -3.040000 0.800000
11066 4258 23.203900 0.550000 15.910000 -3.000000 1.150000
60978 4258 24.070300 0.670000 15.210000 -3.050000 0.800000
29222 4258 22.466400 0.600000 14.580000 -3.020000 0.750000
16299 4258 23.965200 0.720000 12.280000 -3.010000 1.300000
51416 4258 23.134300 0.560000 11.090000 -3.060000 1.070000
57246 4258 23.105100 0.450000 10.900000 -3.060000 1.090000
20566 4258 22.093600 0.560000 10.360000 -3.020000 1.100000
25811 4258 23.255100 0.610000 10.300000 -3.020000 1.250000
25760 4258 24.002800 0.540000 9.979000 -3.020000 1.460000
64217 4258 22.994100 0.510000 10.060000 -3.060000 0.950000
89807 4258 20.593400 0.110000 98.420000 -3.070000 0.030000
80885 4258 20.286700 0.150000 65.230000 -3.070000 0.040000
10849 4258 21.080600 0.290000 51.510000 -3.080000 0.200000
77289 4258 21.062700 0.180000 46.390000 -3.100000 0.110000
1625 4258 20.767700 0.290000 45.430000 -3.080000 0.160000
2686 4258 21.345400 0.310000 44.050000 -3.120000 0.100000
77610 4258 21.170000 0.230000 42.820000 -3.060000 0.160000
32759 4258 21.394600 0.230000 42.310000 -3.080000 0.310000
475 4258 21.402300 0.340000 41.880000 -3.070000 0.170000
62769 4258 21.484300 0.250000 33.020000 -3.040000 0.180000
97135 4258 22.358000 0.280000 31.780000 -3.080000 0.100000
99756 4258 22.393600 0.270000 29.050000 -3.100000 0.210000
106960 4258 22.412300 0.270000 28.260000 -3.080000 0.130000
83857 4258 21.198400 0.300000 28.130000 -3.070000 0.190000
37683 4258 22.241900 0.310000 26.180000 -3.030000 0.480000
103070 4258 22.450800 0.450000 24.860000 -3.080000 0.210000
33002 4258 23.412500 0.560000 22.480000 -3.100000 0.440000
104131 4258 21.983300 0.250000 22.890000 -3.080000 0.200000
105183 4258 22.044900 0.260000 23.000000 -3.080000 0.220000
24365 4258 22.452800 0.590000 22.380000 -3.090000 0.520000
95003 4258 22.658000 0.290000 20.570000 -3.100000 0.360000
93585 4258 22.582300 0.410000 18.190000 -3.070000 0.420000
99411 4258 23.648200 0.500000 17.020000 -3.080000 0.350000
75254 4258 22.448200 0.390000 16.520000 -3.050000 0.380000
94632 4258 21.752600 0.440000 16.030000 -3.090000 0.390000
54398 4258 22.305400 0.530000 15.730000 -3.090000 0.810000
122858 4258 22.760200 0.330000 14.280000 -3.100000 0.250000
111064 4258 22.108200 0.330000 14.590000 -3.100000 0.350000
43585 4258 22.974600 0.310000 14.800000 -3.160000 0.090000
90355 4258 23.192800 0.490000 14.500000 -3.070000 0.240000
99783 4258 22.862000 0.670000 14.310000 -3.110000 0.650000
58469 4258 23.997700 0.840000 13.080000 -3.090000 0.880000
59576 4258 23.459000 0.610000 12.650000 -3.040000 0.720000
89618 4258 22.955900 0.380000 12.470000 -3.060000 0.550000
74725 4258 22.862000 0.430000 11.990000 -3.050000 0.670000
126765 4258 24.551800 0.560000 11.640000 -3.110000 0.280000
100093 4258 22.354800 0.580000 12.020000 -3.090000 0.460000
7952 4258 23.091000 0.530000 11.920000 -3.090000 1.040000
110213 4258 22.662100 0.460000 11.600000 -3.100000 0.530000
84547 4258 23.187900 0.360000 11.300000 -3.060000 0.790000
109630 4258 23.573800 0.490000 10.930000 -3.090000 0.660000
95403 4258 23.847700 0.620000 11.580000 -3.090000 0.610000
91129 4258 23.090000 0.350000 11.160000 -3.070000 0.550000
91209 4258 23.239200 0.480000 10.800000 -3.060000 0.670000
91907 4258 22.218000 0.420000 10.510000 -3.070000 0.730000
94562 4258 23.477700 0.410000 10.200000 -3.090000 0.910000
97498 4258 23.818200 0.620000 9.987000 -3.070000 0.730000
104039 4258 22.720300 0.560000 9.770000 -3.090000 0.630000
11694 4258 25.878900 0.700000 4.934000 -3.300000 1.340000
10401 4258 24.662500 0.670000 5.297000 -3.300000 1.450000
5387 4258 22.358900 0.560000 6.487000 -3.320000 1.150000
9483 4258 24.832500 0.720000 6.803000 -3.310000 1.100000
11990 4258 23.563500 0.650000 8.024000 -3.290000 0.830000
2134 4258 24.434800 0.600000 8.137000 -3.340000 1.250000
13262 4258 24.232800 0.640000 8.288000 -3.280000 0.750000
9786 4258 23.934800 0.590000 8.920000 -3.300000 0.870000
81614 4258 21.525900 0.300000 20.310000 -3.080000 0.290000
67208 4258 22.043100 0.370000 18.290000 -3.080000 0.280000
116159 4258 22.425100 0.300000 21.870000 -3.100000 0.120000
143829 4258 22.617500 0.130000 18.280000 -3.270000 0.030000
121078 4258 22.542300 0.310000 18.420000 -3.110000 0.190000
138294 4258 22.568700 0.200000 15.810000 -3.170000 0.120000
106997 4258 22.945600 0.390000 15.290000 -3.110000 0.250000
144134 4258 22.975100 0.160000 15.610000 -3.230000 0.050000
107947 4258 23.177700 0.300000 14.670000 -3.110000 0.320000
118961 4258 21.783400 0.260000 12.820000 -3.110000 0.310000
95987 4258 24.385200 0.730000 11.260000 -3.110000 0.340000
141685 4258 23.379700 0.210000 10.990000 -3.240000 0.110000
145186 4258 22.999200 0.230000 10.690000 -3.230000 0.100000
29021 4258 25.563800 0.920000 3.072000 -3.320000 0.950000
26262 4258 23.544300 0.280000 5.007000 -3.270000 0.460000
40543 4258 25.102000 0.730000 5.372000 -3.280000 0.390000
31191 4258 22.423000 0.340000 5.834000 -3.330000 0.170000
29843 4258 23.834800 0.400000 5.864000 -3.270000 0.480000
20639 4258 24.147700 0.530000 6.735000 -3.270000 0.630000
25502 4258 23.342800 0.540000 7.538000 -3.270000 0.450000
24134 4258 24.513300 0.520000 8.937000 -3.270000 0.330000
12705 4258 24.025600 0.590000 9.942000 -3.330000 0.380000
14709 4258 22.235600 0.260000 10.970000 -3.320000 0.170000
19312 4258 23.643800 0.470000 13.550000 -3.280000 0.200000
15276 4258 21.983300 0.200000 16.430000 -3.320000 0.170000
118782 4258 22.065100 0.220000 25.560000 -3.110000 0.170000
121312 4258 24.361800 0.320000 17.850000 -3.120000 0.160000
117710 4258 23.979700 0.490000 14.300000 -3.110000 0.300000
95711 4258 23.340800 0.610000 10.940000 -3.120000 0.400000
17005 4258 24.592800 0.570000 5.739000 -3.270000 0.940000
23710 4258 25.434300 0.310000 5.920000 -3.250000 1.210000
12774 4258 22.631200 0.510000 6.189000 -3.290000 0.790000
999999 4258 20.090000 0.100000 92.000000 -3.160000 0.020000
42010 4258 24.020500 0.320000 8.961000 -3.240000 0.170000
28881 4258 19.202000 0.100000 86.150000 -3.250000 0.000000
28076 4258 22.075400 0.110000 31.170000 -3.230000 0.000000
27963 4258 22.239300 0.150000 21.260000 -3.230000 0.060000
220887 4258 22.003400 0.120000 31.290000 -3.230000 0.010000
220789 4258 22.303600 0.140000 21.290000 -3.230000 0.030000
21853 4258 25.466400 0.350000 6.063000 -3.260000 0.170000
15227 4258 23.390500 0.320000 7.140000 -3.280000 0.130000
24025 4258 22.475600 0.250000 9.253000 -3.250000 0.050000
28606 4258 22.917700 0.100000 53.880000 -3.240000 0.010000
19756 4258 21.349800 0.100000 48.790000 -3.240000 0.000000
16719 4258 20.507500 0.100000 109.300000 -3.260000 0.000000
8073 4258 21.667000 0.100000 32.290000 -3.290000 0.000000
307758 4258 21.781800 0.100000 32.400000 -3.290000 -0.000000
144755 4258 22.584400 0.200000 12.050000 -3.190000 0.130000
29163 4258 24.152000 0.570000 6.739000 -3.250000 0.380000
34729 4258 22.660800 0.500000 14.920000 -3.250000 0.000000
89375 4258 22.412800 0.450000 12.380000 -3.110000 0.420000
246695 4258 22.596900 0.400000 11.200000 -3.110000 0.490000
312665 4258 22.772000 0.110000 39.090000 -3.220000 0.010000
